hoken_tokei_id,prefectures_id,age_id,gender_id,height_ave,height_sd,weight_ave,weight_sd
1,0,5,1,110.3,4.71,18.9,2.59
2,1,5,1,110.4,4.73,19.2,2.92
3,2,5,1,111.2,4.37,19.5,2.58
4,3,5,1,111.3,4.97,19.6,3.41
5,4,5,1,110.9,4.9,19.5,2.84
6,5,5,1,111.3,5.05,19.4,3.23
7,6,5,1,111.2,4.52,19.3,2.76
8,7,5,1,110.4,4.69,19.2,2.87
9,8,5,1,110,4.97,19.2,2.9
10,9,5,1,109.9,5.31,19,3.17
11,10,5,1,110.3,4.83,19,2.93
12,11,5,1,110.3,4.65,19.1,2.73
13,12,5,1,110.9,4.76,19.1,2.48
14,13,5,1,110.7,4.7,19.1,2.7
15,14,5,1,110.2,4.72,18.9,2.37
16,15,5,1,111.2,4.57,19.2,2.44
17,16,5,1,111.4,5.08,19.4,3.21
18,17,5,1,111,4.9,19.1,2.81
19,18,5,1,110.6,4.74,19.1,2.6
20,19,5,1,109.7,4.97,18.7,2.44
21,20,5,1,110.1,4.72,18.5,2.39
22,21,5,1,110.4,4.91,18.9,2.68
23,22,5,1,110.2,4.63,18.8,2.57
24,23,5,1,110.2,4.53,18.8,2.33
25,24,5,1,110.1,4.81,18.8,2.45
26,25,5,1,110.3,4.65,18.6,2.36
27,26,5,1,109.7,4.56,18.4,2.27
28,27,5,1,110.3,4.47,18.7,2.32
29,28,5,1,110.3,4.56,18.7,2.25
30,29,5,1,109.9,4.6,18.7,2.45
31,30,5,1,110.1,4.46,19,2.9
32,31,5,1,110.4,4.49,18.4,2.16
33,32,5,1,109.9,4.66,18.4,2.25
34,33,5,1,109.9,4.81,18.7,2.43
35,34,5,1,109.6,4.81,18.7,2.56
36,35,5,1,110.3,4.59,19,2.58
37,36,5,1,110.3,4.75,19.1,2.66
38,37,5,1,110.1,4.76,19.1,2.65
39,38,5,1,109.8,4.62,18.7,2.46
40,39,5,1,110.1,4.69,18.8,2.4
41,40,5,1,109.5,4.54,18.7,2.52
42,41,5,1,110,4.85,19,2.71
43,42,5,1,109.8,4.96,19,2.64
44,43,5,1,110.3,4.71,18.9,2.62
45,44,5,1,109.3,4.92,18.5,2.52
46,45,5,1,109.5,4.5,18.9,2.4
47,46,5,1,109.7,4.6,18.8,2.49
48,47,5,1,109,4.92,18.4,2.55
49,0,5,2,109.4,4.7,18.6,2.56
50,1,5,2,109.1,4.81,18.4,2.64
51,2,5,2,110.6,4.8,19.4,2.99
52,3,5,2,110,4.57,18.7,2.73
53,4,5,2,109.6,4.46,18.8,2.56
54,5,5,2,110.4,4.59,19.1,3.07
55,6,5,2,110.4,4.82,19,2.79
56,7,5,2,109.6,4.64,18.9,3.09
57,8,5,2,109.2,4.85,18.7,2.82
58,9,5,2,108.9,4.53,18.4,2.38
59,10,5,2,109.8,4.34,18.8,2.55
60,11,5,2,109.4,4.63,18.8,2.66
61,12,5,2,109.7,4.72,18.8,2.47
62,13,5,2,109.6,4.54,18.7,2.37
63,14,5,2,109.4,4.78,18.6,2.57
64,15,5,2,110.6,4.59,18.9,2.83
65,16,5,2,109.9,4.49,18.7,2.38
66,17,5,2,110.6,4.75,19,2.95
67,18,5,2,110.1,4.5,18.7,2.22
68,19,5,2,109.4,4.66,18.6,2.43
69,20,5,2,109.3,4.74,18.2,2.35
70,21,5,2,109.1,4.67,18.4,2.49
71,22,5,2,109.6,4.69,18.6,2.64
72,23,5,2,109.1,4.84,18.5,2.5
73,24,5,2,109.6,4.54,18.6,2.54
74,25,5,2,109.8,4.65,18.5,2.39
75,26,5,2,109.5,4.64,18.3,2.42
76,27,5,2,109.5,4.74,18.5,2.6
77,28,5,2,109.4,4.68,18.5,2.48
78,29,5,2,109.4,4.47,18.6,2.51
79,30,5,2,109.1,4.52,18.4,2.41
80,31,5,2,109.4,4.66,18.3,2.28
81,32,5,2,109.5,4.23,18.6,2.44
82,33,5,2,109,4.42,18.4,2.4
83,34,5,2,109.1,4.7,18.4,2.47
84,35,5,2,109.3,4.82,18.6,2.53
85,36,5,2,109.4,4.5,18.7,2.57
86,37,5,2,109.7,4.61,18.9,2.45
87,38,5,2,109,4.54,18.3,2.56
88,39,5,2,109.2,4.98,18.3,2.47
89,40,5,2,108.7,4.66,18.3,2.32
90,41,5,2,109.5,5.11,18.6,2.75
91,42,5,2,108.8,4.91,18.4,2.78
92,43,5,2,109.4,4.78,18.7,2.59
93,44,5,2,109.4,4.59,18.7,2.97
94,45,5,2,108.8,4.7,18.5,2.55
95,46,5,2,109,4.6,18.4,2.32
96,47,5,2,108.5,5.01,18.2,2.51
97,0,6,1,116.5,4.94,21.4,3.42
98,1,6,1,116.7,4.83,22,3.88
99,2,6,1,117.8,4.6,22.6,4.13
100,3,6,1,117.2,4.88,22.1,3.48
101,4,6,1,116.9,4.78,21.8,3.77
102,5,6,1,117.5,4.77,22.4,4.17
103,6,6,1,116.8,4.99,21.8,3.76
104,7,6,1,116.8,4.85,21.8,3.66
105,8,6,1,116.4,5.15,21.6,3.47
106,9,6,1,116.1,4.82,21.4,3.34
107,10,6,1,116.8,4.7,21.5,2.96
108,11,6,1,116.9,5.31,21.6,3.93
109,12,6,1,116.8,4.9,21.5,3.64
110,13,6,1,117,5.09,21.6,3.36
111,14,6,1,116.7,4.95,21.1,3.1
112,15,6,1,116.4,5.03,21.4,3.43
113,16,6,1,117.1,4.99,21.8,3.91
114,17,6,1,116.8,4.86,21.5,3.28
115,18,6,1,117.2,4.77,21.7,3.19
116,19,6,1,116.2,4.86,21.5,3.63
117,20,6,1,116.5,4.95,21.4,3.32
118,21,6,1,116.4,4.86,21.1,3.06
119,22,6,1,116.4,4.87,21.4,3.07
120,23,6,1,116.2,4.75,21.2,3.3
121,24,6,1,116.6,4.93,21.2,3.27
122,25,6,1,116.7,5.18,21.3,3.27
123,26,6,1,116.6,4.87,21.1,3.29
124,27,6,1,116.4,4.77,21.2,3.13
125,28,6,1,116.4,5.14,21.2,3.48
126,29,6,1,116.5,4.98,21.5,3.62
127,30,6,1,116.8,5.31,21.5,3.41
128,31,6,1,116.3,4.72,21.3,3.3
129,32,6,1,116.3,4.66,21.2,3
130,33,6,1,116.1,4.7,21,3.21
131,34,6,1,115.6,5.03,21,3.61
132,35,6,1,115.6,4.77,21,2.83
133,36,6,1,116.4,5.17,21.7,3.73
134,37,6,1,116,5.02,21.1,3.24
135,38,6,1,115.9,4.86,21.3,3.33
136,39,6,1,115.7,4.52,21.2,3.21
137,40,6,1,116.5,4.8,21.3,3.29
138,41,6,1,116.4,5.01,21.4,3.08
139,42,6,1,116.3,4.69,21.5,3.07
140,43,6,1,116.6,4.63,21.7,3.66
141,44,6,1,115.5,5,21.2,3.38
142,45,6,1,116.2,4.57,21.5,3.25
143,46,6,1,115.6,4.76,21.2,3.68
144,47,6,1,115.6,4.85,21.1,3.11
145,0,6,2,115.6,4.92,20.9,3.27
146,1,6,2,115.9,5.27,21.3,3.92
147,2,6,2,116.5,5.09,21.8,3.98
148,3,6,2,116.1,4.66,21.6,3.33
149,4,6,2,115.5,4.83,21.3,3.43
150,5,6,2,116.8,5.04,21.7,3.56
151,6,6,2,116.2,4.84,21.6,3.61
152,7,6,2,115.7,4.43,21.3,3.41
153,8,6,2,115.4,4.95,21.1,3.5
154,9,6,2,116.3,5,21.7,3.67
155,10,6,2,115.7,4.95,21.3,3.3
156,11,6,2,115.6,5.14,20.8,3.1
157,12,6,2,115.9,4.77,21,3.42
158,13,6,2,116.1,4.92,21,3.04
159,14,6,2,115.6,4.58,20.6,2.87
160,15,6,2,116.4,4.98,21.1,3.19
161,16,6,2,115.8,4.7,21,3.08
162,17,6,2,116,5.03,20.9,3.07
163,18,6,2,115.8,4.93,21.2,3.1
164,19,6,2,115.6,5.04,20.9,3.4
165,20,6,2,115.1,4.81,20.3,2.73
166,21,6,2,115.4,4.65,20.8,3.12
167,22,6,2,115.3,4.83,21,3.68
168,23,6,2,115.4,4.95,20.8,3.34
169,24,6,2,115.5,4.76,20.9,2.9
170,25,6,2,115.5,4.76,20.6,2.91
171,26,6,2,115.4,4.92,20.8,3.15
172,27,6,2,115.4,5.07,20.7,3.32
173,28,6,2,115.4,4.97,20.6,2.96
174,29,6,2,115.5,4.85,20.9,3.14
175,30,6,2,115.2,4.77,21.2,3.23
176,31,6,2,115.5,4.91,20.9,3.07
177,32,6,2,115.6,5.12,20.9,3.15
178,33,6,2,115.5,4.85,21.2,3.67
179,34,6,2,114.8,4.71,20.6,2.84
180,35,6,2,114.9,5.24,20.9,3.58
181,36,6,2,115.3,4.82,21,3.18
182,37,6,2,115.6,4.8,21.3,3.28
183,38,6,2,114.9,4.6,20.6,3.02
184,39,6,2,114.9,4.98,20.7,3.33
185,40,6,2,115.4,4.85,20.9,3.26
186,41,6,2,115.9,5.12,21.4,3.35
187,42,6,2,115.6,4.97,21.2,3.38
188,43,6,2,115.3,5.02,21.1,3.33
189,44,6,2,115.5,5.14,21.4,3.86
190,45,6,2,115.9,4.58,21.4,3.39
191,46,6,2,114.5,4.66,20.5,3.11
192,47,6,2,114.8,4.84,21,3.41
193,0,7,1,122.6,5.2,24.2,4.21
194,1,7,1,122.5,4.94,24.4,4.29
195,2,7,1,123.4,5.39,25.1,4.92
196,3,7,1,123.1,5.2,25.1,4.86
197,4,7,1,122.6,5.23,24.2,4.13
198,5,7,1,123.4,5.4,25.1,4.77
199,6,7,1,123.4,4.84,24.9,4.51
200,7,7,1,122.4,5.16,24.5,4.24
201,8,7,1,122.5,5.22,24.6,4.57
202,9,7,1,122.5,5.41,24.5,4.98
203,10,7,1,122.1,4.9,24.1,3.94
204,11,7,1,122.6,5.02,24.2,4.16
205,12,7,1,122.8,5.14,24.1,3.8
206,13,7,1,123.2,5.26,24.5,4.04
207,14,7,1,122.9,5,23.9,3.95
208,15,7,1,123.4,5.37,24.5,4.27
209,16,7,1,123.1,5.08,24.7,4.01
210,17,7,1,122.8,5.21,24.3,4.24
211,18,7,1,122.7,5.58,24.4,4.23
212,19,7,1,122.7,5.33,24.3,4
213,20,7,1,123,5.5,24.3,4.07
214,21,7,1,122.1,5.34,24.2,4.29
215,22,7,1,122.1,5.27,24,4.14
216,23,7,1,122.5,5.35,24.3,4.49
217,24,7,1,122.4,5.39,24.3,4.46
218,25,7,1,122.5,4.85,24,3.64
219,26,7,1,122.8,5.04,23.8,3.87
220,27,7,1,122.6,5.38,24.1,4.75
221,28,7,1,122.6,5.13,23.8,3.57
222,29,7,1,122.6,5.1,24.3,4.24
223,30,7,1,122.1,4.93,23.9,4.06
224,31,7,1,122.5,5.18,24.3,4.18
225,32,7,1,121.7,5.15,24,4.28
226,33,7,1,122.5,5.11,24.4,4.2
227,34,7,1,121.6,5.01,23.5,3.59
228,35,7,1,121.6,5.46,23.8,4.11
229,36,7,1,122.7,4.9,24.6,4.38
230,37,7,1,122.5,5.14,24.1,3.94
231,38,7,1,122.1,5.34,23.9,4.17
232,39,7,1,121.9,4.89,24,4.21
233,40,7,1,122.4,5.12,24.1,3.96
234,41,7,1,122.3,5.35,24,4.19
235,42,7,1,122.1,4.96,24.4,4.83
236,43,7,1,122.5,5.05,24.4,4.27
237,44,7,1,121.7,5.15,23.9,4.2
238,45,7,1,122.5,4.86,24.5,4.19
239,46,7,1,121.4,5.18,23.8,4.24
240,47,7,1,121.9,5.13,24.4,4.66
241,0,7,2,121.4,5.14,23.5,3.85
242,1,7,2,121.6,5,23.6,4.01
243,2,7,2,122.4,4.89,24.2,4.08
244,3,7,2,121.9,5.17,24.1,4.18
245,4,7,2,121.4,5.27,23.7,4.22
246,5,7,2,122.5,5.32,24.6,4.68
247,6,7,2,122.1,5.12,24.1,3.92
248,7,7,2,121.9,5.26,24,4.25
249,8,7,2,121.7,5.42,23.6,4.18
250,9,7,2,121.3,4.96,23.8,3.95
251,10,7,2,121.1,5.24,23.7,4.16
252,11,7,2,121.4,5.35,23.5,3.93
253,12,7,2,122.1,5.02,23.5,3.69
254,13,7,2,121.8,5.08,23.4,3.33
255,14,7,2,121.5,5.11,23.4,3.79
256,15,7,2,122.2,5.49,23.9,4.09
257,16,7,2,121.5,5.08,23.5,4.11
258,17,7,2,121.9,5.06,23.5,3.8
259,18,7,2,121.2,4.82,23.3,3.66
260,19,7,2,121.2,5.09,23.3,3.83
261,20,7,2,121.3,5.16,23.3,3.6
262,21,7,2,121.5,4.98,23.4,3.71
263,22,7,2,121.7,5.12,23.9,4.18
264,23,7,2,121.1,5.23,23.2,3.78
265,24,7,2,121.7,5.3,23.6,4.01
266,25,7,2,121,4.86,23.2,3.52
267,26,7,2,121.1,4.83,23.3,3.54
268,27,7,2,121.5,5.16,23.5,3.97
269,28,7,2,121.2,4.91,23.3,3.73
270,29,7,2,121.4,5.21,23.4,4.2
271,30,7,2,121.3,5.16,23.6,3.65
272,31,7,2,121.7,5.26,23.7,4
273,32,7,2,121,4.97,23.4,3.43
274,33,7,2,121,5.32,23.5,3.61
275,34,7,2,120.8,5.18,23.3,3.89
276,35,7,2,120.9,5.15,23.1,3.8
277,36,7,2,121.8,5.24,23.7,3.82
278,37,7,2,121.4,5.12,23.6,3.96
279,38,7,2,120.9,4.89,23.3,3.8
280,39,7,2,121.1,4.97,23.5,3.68
281,40,7,2,121.2,4.85,23.4,3.63
282,41,7,2,121.3,4.8,23.5,3.77
283,42,7,2,121.2,4.94,23.5,3.53
284,43,7,2,121.3,5.44,23.9,4.17
285,44,7,2,121.2,5.4,23.6,4.23
286,45,7,2,121.3,5.21,23.7,3.93
287,46,7,2,120.8,4.95,23.5,4.14
288,47,7,2,120.8,5.51,23.4,4.36
289,0,8,1,128.1,5.41,27.3,5.12
290,1,8,1,128.1,5.33,27.7,5.35
291,2,8,1,129.2,5.63,29.1,6.86
292,3,8,1,128.8,5.13,28.2,5.43
293,4,8,1,128.5,5.01,27.7,5.24
294,5,8,1,129.3,5.13,28.5,5.63
295,6,8,1,129,4.95,28.1,5.45
296,7,8,1,128.7,5.08,28.2,5.75
297,8,8,1,128.4,5.68,27.8,6.21
298,9,8,1,127.8,5.86,27.8,5.95
299,10,8,1,128.5,5.15,28.1,5.84
300,11,8,1,128.4,5.34,27.2,4.71
301,12,8,1,128.7,5.82,27.5,5.05
302,13,8,1,128.6,5.31,27.4,4.84
303,14,8,1,128.1,5.49,26.9,4.89
304,15,8,1,129.1,5.16,27.8,4.96
305,16,8,1,128.1,5.33,27.3,4.87
306,17,8,1,128.1,4.87,26.9,4.31
307,18,8,1,128.7,5.51,27.6,5.31
308,19,8,1,128.2,5.29,27.7,6.07
309,20,8,1,127.7,5.56,27.2,5.73
310,21,8,1,128.1,5.38,27.2,5.05
311,22,8,1,127.8,5.4,27.2,5.08
312,23,8,1,127.8,5.32,27,5.24
313,24,8,1,128,5.28,27.2,4.63
314,25,8,1,128.2,5.66,27.1,5.39
315,26,8,1,128.1,5.4,26.7,4.61
316,27,8,1,127.7,5.15,26.7,4.43
317,28,8,1,128,5.39,26.8,4.77
318,29,8,1,128.5,5.21,27.4,5.11
319,30,8,1,128.4,5.4,27.8,5.63
320,31,8,1,127.9,5.73,26.9,5.43
321,32,8,1,127.9,5.37,26.9,4.56
322,33,8,1,127.5,5.26,26.8,4.89
323,34,8,1,127.8,5.67,27.6,5.45
324,35,8,1,127.6,5.21,26.7,4.49
325,36,8,1,128.3,5.28,27.8,5.47
326,37,8,1,127.2,5.44,26.8,4.83
327,38,8,1,127.3,5.41,26.8,5.01
328,39,8,1,127.4,5.28,27.3,5.07
329,40,8,1,127.6,5.5,26.9,4.97
330,41,8,1,127.8,5.21,27.4,5.2
331,42,8,1,127.8,5.4,27.3,4.96
332,43,8,1,127.7,5.36,27.7,5.49
333,44,8,1,127,5.57,27,5.42
334,45,8,1,127.9,5.6,27.7,5.71
335,46,8,1,127.9,5.48,27.3,5.18
336,47,8,1,126.8,5.35,26.7,5.27
337,0,8,2,127.3,5.55,26.5,4.75
338,1,8,2,127.4,5.77,26.8,5.67
339,2,8,2,128.8,5.93,28.2,5.76
340,3,8,2,127.5,5.04,27.2,5.25
341,4,8,2,127.7,5.54,26.9,5.22
342,5,8,2,128.2,5.54,27.6,4.95
343,6,8,2,128.3,5.76,27.6,5.21
344,7,8,2,127.8,5.57,27.2,5.01
345,8,8,2,127.7,5.85,27.1,5.45
346,9,8,2,127.4,5.54,27.4,5.36
347,10,8,2,127.3,5.62,26.8,4.79
348,11,8,2,127.3,5.48,26.5,4.64
349,12,8,2,127.6,5.33,26.3,4.23
350,13,8,2,127.6,5.7,26.5,4.54
351,14,8,2,126.9,5.16,26,4.07
352,15,8,2,128.4,5.54,26.8,4.73
353,16,8,2,128.1,5.67,27.1,4.93
354,17,8,2,127.7,5.2,26.8,4.36
355,18,8,2,127.8,5.52,26.8,4.58
356,19,8,2,127.5,5.28,26.9,4.79
357,20,8,2,127.1,5.55,26.1,4.46
358,21,8,2,127.3,5.61,27,5.57
359,22,8,2,127.5,5.66,26.9,5.03
360,23,8,2,127.1,5.58,26.2,4.89
361,24,8,2,127.7,5.27,26.8,4.74
362,25,8,2,127,5.23,25.9,3.99
363,26,8,2,126.8,5.53,25.8,4.38
364,27,8,2,127.1,5.64,26.3,4.38
365,28,8,2,127.5,5.4,26.5,4.46
366,29,8,2,127.3,5.28,26.6,4.72
367,30,8,2,127.2,5.34,26.7,4.98
368,31,8,2,127.3,5.67,26.5,4.56
369,32,8,2,126.6,5.77,26.1,4.28
370,33,8,2,126.8,5.42,26,4.38
371,34,8,2,126.9,5.41,26.4,4.34
372,35,8,2,126.9,5.55,26.5,4.86
373,36,8,2,127,5.92,26.8,5.32
374,37,8,2,127.1,5.39,26.6,4.71
375,38,8,2,126.4,5.47,25.9,4.38
376,39,8,2,127,5.77,26.7,5.12
377,40,8,2,127,5.5,26.5,4.99
378,41,8,2,127.3,5.5,26.8,5.03
379,42,8,2,126.9,5.59,26.6,5.01
380,43,8,2,126.9,5.73,26.7,5.05
381,44,8,2,127.1,5.62,26.9,5.23
382,45,8,2,126.6,5.31,26.5,4.72
383,46,8,2,126.5,5.88,26.1,4.76
384,47,8,2,126.9,5.75,26.9,4.8
385,0,9,1,133.5,5.73,30.7,6.37
386,1,9,1,134.2,5.7,31.9,7.08
387,2,9,1,134.2,5.41,32.1,7.29
388,3,9,1,134.1,5.66,32.1,6.84
389,4,9,1,133.9,6.13,31.7,7.05
390,5,9,1,134.4,5.61,31.9,7.06
391,6,9,1,134.7,5.6,32.1,7.1
392,7,9,1,133.7,5.57,31.4,6.84
393,8,9,1,133.4,6.03,31.6,7.08
394,9,9,1,133.4,5.79,30.8,6.62
395,10,9,1,134.5,6.23,31.3,6.72
396,11,9,1,133.2,5.62,30.7,6.23
397,12,9,1,134.1,5.56,31.2,7.03
398,13,9,1,133.9,5.8,30.6,6.09
399,14,9,1,133.5,5.31,30.6,5.87
400,15,9,1,134,5.66,31.2,6.06
401,16,9,1,134.2,5.98,31.6,7.03
402,17,9,1,133.6,5.42,30.5,6
403,18,9,1,133.8,5.6,30.4,5.35
404,19,9,1,133.6,5.69,30.9,6.38
405,20,9,1,133,5.69,30.1,5.85
406,21,9,1,133.4,5.92,30.7,6.64
407,22,9,1,133.6,6.27,30.7,6.57
408,23,9,1,133.1,5.49,30.2,6.01
409,24,9,1,133.5,5.66,30.5,5.84
410,25,9,1,133.7,5.62,30.1,5.82
411,26,9,1,133.4,5.68,30.1,5.78
412,27,9,1,133.2,5.97,30.3,6.4
413,28,9,1,133.5,5.81,30.2,6.19
414,29,9,1,134,5.84,31.1,6.26
415,30,9,1,133.2,5.57,30.9,6.39
416,31,9,1,133.4,5.3,30.5,6.2
417,32,9,1,133.1,5.56,29.8,5.32
418,33,9,1,132.8,5.46,30.2,5.57
419,34,9,1,132.9,5.57,30.2,5.56
420,35,9,1,132.7,5.67,30.3,6.15
421,36,9,1,133.6,5.71,31.5,6.77
422,37,9,1,132.8,5.9,30.2,6
423,38,9,1,132.3,5.99,30.1,6.35
424,39,9,1,132.8,5.18,30.6,6.35
425,40,9,1,133,5.77,30.6,6.65
426,41,9,1,133.3,5.47,30.7,5.94
427,42,9,1,133.1,5.67,30.5,5.92
428,43,9,1,133.3,5.54,31.1,6.55
429,44,9,1,133,6.21,30.5,6.65
430,45,9,1,133.7,5.95,31.4,6.93
431,46,9,1,132.7,5.76,30.5,6.68
432,47,9,1,132.8,5.43,30.6,6.09
433,0,9,2,133.4,6.16,30,5.86
434,1,9,2,133.8,6.26,31.1,6.75
435,2,9,2,134.6,6.18,31.5,6.29
436,3,9,2,134.4,6.35,31.5,6.66
437,4,9,2,134.2,5.72,30.6,5.63
438,5,9,2,135.2,6.11,31.7,6.07
439,6,9,2,134.3,5.73,31.5,6.41
440,7,9,2,133.4,5.76,30.7,5.77
441,8,9,2,133,6.55,30.2,6.38
442,9,9,2,133.2,6.38,30.5,6.61
443,10,9,2,133.5,5.99,30.2,5.91
444,11,9,2,133.7,6.29,30.4,6.01
445,12,9,2,134,6.18,29.9,5.55
446,13,9,2,133.4,5.95,29.8,5.17
447,14,9,2,133.3,5.95,29.8,5.6
448,15,9,2,134.5,6.2,30.5,5.91
449,16,9,2,134.1,6.39,30.4,5.95
450,17,9,2,133.9,5.97,30.3,6.05
451,18,9,2,133.9,6.38,30.3,5.93
452,19,9,2,133.3,6,30.1,5.75
453,20,9,2,133.4,6.16,29.9,5.85
454,21,9,2,133.2,6.46,29.6,5.48
455,22,9,2,132.9,6.1,29.8,5.84
456,23,9,2,132.9,6.26,29.7,6.11
457,24,9,2,133.1,6.16,29.8,5.63
458,25,9,2,133.2,5.85,29.3,5.15
459,26,9,2,133,6.17,29.4,5.38
460,27,9,2,133.2,6.08,29.7,5.83
461,28,9,2,133.1,5.91,29.2,5.08
462,29,9,2,133.7,5.9,30,5.43
463,30,9,2,133.8,6.48,30.8,6.67
464,31,9,2,133.9,6.19,30.6,5.99
465,32,9,2,133.5,6.5,30.6,6.61
466,33,9,2,132.8,6.38,30,6.28
467,34,9,2,132.9,6.6,29.9,5.7
468,35,9,2,132.6,6.34,29.7,6
469,36,9,2,133.5,6.31,30.4,6.35
470,37,9,2,132.9,6.1,29.9,6.14
471,38,9,2,132.9,6.45,29.8,6.18
472,39,9,2,133.2,5.76,30,5.59
473,40,9,2,133.5,6.23,29.8,5.79
474,41,9,2,133.1,5.89,30.2,5.92
475,42,9,2,133.1,5.92,30.3,6.22
476,43,9,2,133.8,6.21,30.7,5.61
477,44,9,2,133.3,6.08,30.4,6.44
478,45,9,2,133,6.22,30,5.79
479,46,9,2,132.8,6.16,30.2,6.18
480,47,9,2,133.1,6.22,30.5,6.26
481,0,10,1,139,6.07,34.4,7.43
482,1,10,1,139.6,6.28,36.2,8.84
483,2,10,1,140.2,6.25,35.7,8.03
484,3,10,1,139.7,6.1,35.7,7.66
485,4,10,1,139.3,6.11,35.4,7.73
486,5,10,1,140.6,6.24,36,8.4
487,6,10,1,139.2,6.27,35.4,7.59
488,7,10,1,139.1,5.87,35.1,8.03
489,8,10,1,139.1,6.13,34.8,7.71
490,9,10,1,139.4,6.1,35.4,8.38
491,10,10,1,139.1,6.32,34.9,7.75
492,11,10,1,139.5,5.87,34.8,7.32
493,12,10,1,138.9,5.82,34.1,7.08
494,13,10,1,139.8,6.27,34.9,7.32
495,14,10,1,139.3,5.65,34.2,7.31
496,15,10,1,139.9,6.03,35.1,7.32
497,16,10,1,139.5,5.78,34.7,7.21
498,17,10,1,139.8,5.85,35.1,7.21
499,18,10,1,138.6,5.82,33.6,6.57
500,19,10,1,139.1,6.03,34.7,7.77
501,20,10,1,138.4,5.79,33.8,6.74
502,21,10,1,139.1,5.96,34.4,7.31
503,22,10,1,138.5,5.88,33.3,6.98
504,23,10,1,138.4,6.17,33.4,7.35
505,24,10,1,139.1,6.37,34.7,8.15
506,25,10,1,139.4,5.74,33.7,6.64
507,26,10,1,139.1,6.16,34.2,7.32
508,27,10,1,139,6.41,34.3,7.52
509,28,10,1,138.7,5.95,33.4,6.46
510,29,10,1,139.3,5.59,34,6.15
511,30,10,1,138.7,6.05,34.3,7.73
512,31,10,1,139.1,5.98,34.1,6.84
513,32,10,1,138.3,6.27,33.3,6.42
514,33,10,1,138.9,5.66,34.2,7.08
515,34,10,1,137.9,5.84,33.6,7.1
516,35,10,1,138.4,6.49,33.7,7.4
517,36,10,1,138.6,6.25,35.1,8.17
518,37,10,1,138.7,5.87,34.6,7.71
519,38,10,1,138.4,5.98,34,6.92
520,39,10,1,138.8,6.14,35.4,7.92
521,40,10,1,138.1,6.06,33.9,7.29
522,41,10,1,138.6,5.71,34.1,6.62
523,42,10,1,138.1,5.94,33.8,7.1
524,43,10,1,139.1,5.79,34.9,7.61
525,44,10,1,138.2,6.26,34.3,7.26
526,45,10,1,138,5.79,34,7.19
527,46,10,1,138.2,6.24,33.9,7.41
528,47,10,1,138.5,5.93,34.7,7.92
529,0,10,2,140.2,6.8,34.2,6.99
530,1,10,2,140.4,7.1,35.1,6.97
531,2,10,2,141.8,6.6,36.1,7.35
532,3,10,2,140.9,6.72,35.2,7
533,4,10,2,141.2,6.87,35.5,7.92
534,5,10,2,141.9,7.12,35.9,7.48
535,6,10,2,141.1,6.83,35.3,7.37
536,7,10,2,140.5,6.73,34.5,7.59
537,8,10,2,140.4,7.11,34.5,6.83
538,9,10,2,140.1,6.59,34.2,6.88
539,10,10,2,140.5,6.37,35.3,7.54
540,11,10,2,140.7,6.89,34.4,6.93
541,12,10,2,140.2,7.04,33.9,6.96
542,13,10,2,140.6,6.49,34.3,6.6
543,14,10,2,139.5,6.43,33.3,6.55
544,15,10,2,140.7,7.08,34.7,7.19
545,16,10,2,140.7,6.46,34.6,6.47
546,17,10,2,140.9,6.63,34.6,6.53
547,18,10,2,140.2,6.7,33.8,6.36
548,19,10,2,139.7,6.49,33.7,6.43
549,20,10,2,139.4,6.63,33.4,6.56
550,21,10,2,140.2,6.94,34.2,6.98
551,22,10,2,139.9,7.08,33.9,7.39
552,23,10,2,140.4,7.09,34.4,8.03
553,24,10,2,140.2,6.98,34,6.7
554,25,10,2,140.1,6.87,33.5,6.3
555,26,10,2,140.2,6.44,33.8,6.47
556,27,10,2,140.3,6.68,33.9,7.01
557,28,10,2,140.4,6.58,33.9,6.58
558,29,10,2,140,7.06,34.1,7.21
559,30,10,2,139.9,6.54,34.4,6.69
560,31,10,2,140.4,7.1,34,6.8
561,32,10,2,139.8,6.51,33.6,6.25
562,33,10,2,139.6,7.26,33.9,6.77
563,34,10,2,139.1,6.68,33.6,6.51
564,35,10,2,138.7,6.51,32.9,6.13
565,36,10,2,140.4,6.73,34.4,7.59
566,37,10,2,138.7,6.66,33.5,7.35
567,38,10,2,139.8,7.02,33.9,6.67
568,39,10,2,139.8,6.65,34.7,6.76
569,40,10,2,140,6.86,34.5,7.05
570,41,10,2,140.2,6.71,34.5,6.71
571,42,10,2,139.8,6.67,34.1,6.7
572,43,10,2,139.5,7.01,34,6.42
573,44,10,2,139.1,6.59,33.8,6.81
574,45,10,2,140,6.56,34.8,7.42
575,46,10,2,139.7,7,33.9,7.31
576,47,10,2,140.8,6.79,35.3,7.42
